Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
r_l_up_bottom_actuator_lig,"5,4678483962789E-15","0,00280195446031545","0,0174205238595547",0,0,0,"0,0460708867203692","9,82751781586972E-06","2,43521972335611E-21","-2,5675686213646E-21","1,3705115727033E-05","2,02832723749374E-07","1,48499274386226E-05",0,0,0,0,0,0,package://alice_description/meshes/r_l_up_bottom_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/r_l_up_bottom_actuator_lig.STL,,actuator_lig-2,Origin_r_r_up_bottom_actuator_lig_joint,Axis_r_r_up_bottom_actuator_lig_joint,r_r_up_bottom_actuator_lig_joint,fixed,"0,0311064331428025","-0,0186187744362682","-0,0197219999999937","3,10422687578701","1,57079631189374","0,162198833463382",r_l_up_leg_atuador,0,0,0,,,,,,,,,,,,
l_r_up_up_actuator_lig,"1,02140518265514E-14","0,0159159814489382","-0,0106334709811305",0,0,0,"0,0374531817283405","7,83313520903204E-06","-8,94678550537355E-21","-3,81164826264435E-21","1,26168521569069E-05","-1,10015021469553E-21","1,09040183718146E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_up_up_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_r_up_up_actuator_lig.STL,,top_actuator_lig-4,Origin_l_r_up_up_actuator_lig_joint,Axis_l_r_up_up_actuator_lig_joint,l_r_up_up_actuator_lig_joint,continuous,"0,177051067949728","-0,270316082231355","-0,208632499345853","-0,0248575120785621","-0,0406342951323011","-1,5444856627225",base_link,0,1,0,,,,,,,,,,,,
l_r_up_leg_haste,"1,15980658410564E-09","2,85051315884743E-10","-0,0519359077583233",0,0,0,"0,295794390056665","0,000366532787065978","1,15368473457916E-11","-1,30197747692356E-11","0,000366379152596545","-2,99844286446429E-12","1,48560976019595E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_up_leg_haste.STL,"0,650980392156863","0,619607843137255","0,588235294117647",1,0,0,0,0,0,0,package://alice_description/meshes/l_r_up_leg_haste.STL,,haste-6,Origin_l_r_up_leg_haste_joint,Axis_l_r_up_leg_haste_joint,l_r_up_leg_haste_joint,continuous,0,"0,0159159814489382","-0,0249999999999874","-0,515941786662912",0,0,l_r_up_up_actuator_lig,1,0,0,,,,,,,,,,,,
l_r_up_leg_atuador,"0,0356691570180819","0,0693117699243233","-0,01991489548318",0,0,0,"0,343667401042769","0,000769199632750309","0,000110911530182477","1,01024852149202E-06","0,000144242286202191","-1,41258330279329E-06","0,000845630694028052",0,0,0,0,0,0,package://alice_description/meshes/l_r_up_leg_atuador.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_r_up_leg_atuador.STL,,V0-F-8,Origin_l_r_up_leg_atuador_joint,Axis_l_r_up_leg_atuador_joint,l_r_up_leg_atuador_joint,fixed,"0,0201089737033629","-0,0177022506083287","-0,272894186982622","1,5707963267949",0,"1,58741624983606",l_r_up_leg_haste,0,0,0,0,0,0,0,,,,,,,,
l_r_up_bottom_actuator_lig,"-3,27515792264421E-15","0,00280195446034009","0,0174205238596078",0,0,0,"0,0460708867203692","9,82751781586971E-06","-1,18055217023568E-20","-1,0482032722272E-20","1,3705115727033E-05","2,02832723749372E-07","1,48499274386226E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_up_bottom_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_r_up_bottom_actuator_lig.STL,,actuator_lig-5,Origin_l_r_up_bottom_actuator_lig_joint,Axis_l_r_up_bottom_actuator_lig_joint,l_r_up_bottom_actuator_lig_joint,fixed,"0,0309326457985959","-0,0188485248454283","-0,0196480000000008","-0,42309705766231","1,57079630098533","2,94602739631105",l_r_up_leg_atuador,0,0,0,,,,,,,,,,,,
l_leg_top,"-0,0685946081236561","0,000723220436636696","0,0303968831760461",0,0,0,"0,138773509902581","3,21824560894185E-05","-5,01670814225402E-08","-2,10996776701954E-06","0,000155451875335022","2,62535060570209E-07","0,000166475604226586",0,0,0,0,0,0,package://alice_description/meshes/l_leg_top.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_leg_top.STL,,ankle-1,Origin_l_leg_top_joint,Axis_l_leg_top_joint,l_leg_top_joint,continuous,"0,057932403307594","-0,332496570076038","-0,198225676457735","-3,13401519737026","-0,0248369889900294","-3,11629198675053",base_link,1,0,0,,,,,,,,,,,,
l_r_front_up_leg_bar,"-0,0282099564891554","0,031989407141337","0,165847911720144",0,0,0,"0,11945134239954","0,000157366743902208","-6,61700621015383E-07","2,19794419948879E-05","0,000152303317500219","6,01713534874016E-07","3,36814209277913E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_front_up_leg_bar.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_r_front_up_leg_bar.STL,,front_Leg2-2,Origin_l_r_front_up_leg_bar_joint,Axis_l_r_front_up_leg_bar_joint,l_r_front_up_leg_bar_joint,continuous,"-0,0147907980872848","0,0168343365596837","0,0496138736547601","-0,0025292986400378","0,442107770603224","-0,0112549071723471",l_leg_top,0,"0,999717465199626","-0,0237695135590702",,,,,,,,,,,,
l_back_up_leg_bar,"0,0175150560183794","-0,00312197926207625","-0,13132872395327",0,0,0,"0,106045030354","0,000145683712603249","4,4347539120861E-07","1,86710859461771E-05","0,000134791655009794","-2,5478509466648E-06","2,76955943465264E-05",0,0,0,0,0,0,package://alice_description/meshes/l_back_up_leg_bar.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_back_up_leg_bar.STL,,back_Leg-2,Origin_l_back_up_leg_bar_joint,Axis_l_back_up_leg_bar_joint,l_back_up_leg_bar_joint,continuous,"-0,144790798087274","0,00118847567795521","0,0499858732599658","3,14137187381271","0,135752874405347","-0,00324767223233031",l_leg_top,0,"0,999717465199626","-0,023769513559067",,,,,,,,,,,,
l_leg_middle,"0,0546093881095681","0,0218726037435136","0,371824956239025",0,0,0,"0,139537136112528","6,01628787400078E-05","-5,49360364885008E-12","-2,3106013453945E-10","7,59522090839829E-05","-4,82734547967609E-07","5,56485074534702E-05",0,0,0,0,0,0,package://alice_description/meshes/l_leg_middle.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_leg_middle.STL,,knee-2,Origin_l_leg_middle_joint,Axis_l_leg_middle_joint,l_leg_middle_joint,fixed,"0,00763041059201414","-0,0285529272242137","-0,652801760361005","-0,000220779776983409","0,13575287440543","-0,00324767223232712",l_back_up_leg_bar,0,0,0,,,,,,,,,,,,
l_r_front_down_leg_bar,"0,0122359795251514","-0,0266496994477692","-0,0947271449474906",0,0,0,"0,11945134239954","0,000157369485574697","1,70716041833949E-06","2,19231194070569E-05","0,000151977733318783","-6,24122497520397E-06","3,40097467816134E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_front_down_leg_bar.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_r_front_down_leg_bar.STL,,front_Leg1-3,Origin_l_r_front_down_leg_bar_joint,Axis_l_r_front_down_leg_bar_joint,l_r_front_down_leg_bar_joint,continuous,"0,109527743199316","0,00211501628163124","0,352289358733353","-0,00121041590356974","0,312531821392694","-0,00768268438869412",l_leg_middle,0,"0,999717465199624","-0,0237695135591265",,,,,,,,,,,,
l_r_bottom_up_actuator_lig,"6,0507154842071E-15","-0,00469804553962738","-0,0220778938239682",0,0,0,"0,0460708867203692","9,82751781586969E-06","1,15408239063398E-20","7,72917564369549E-21","1,3705115727033E-05","2,02832723749373E-07","1,48499274386226E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_bottom_up_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_r_bottom_up_actuator_lig.STL,,actuator_lig-7,Origin_l_r_bottom_up_actuator_lig_joint,Axis_l_r_bottom_up_actuator_lig_joint,l_r_bottom_up_actuator_lig_joint,continuous,"-0,015991638911033","-0,0247906279772266","-0,0236419762546979","1,41743935512577","0,047666967813267","1,56710217800155",l_r_front_down_leg_bar,0,0,1,,,,,,,,,,,,
l_r_down_leg_actuator,"0,0356691568027742","0,0693117699809387","-0,0199148954932504",0,0,0,"0,343667408744588","0,000769199640713737","0,000110911531647379","1,01024833813419E-06","0,000144242287605142","-1,41258339487846E-06","0,000845630700458234",0,0,0,0,0,0,package://alice_description/meshes/l_r_down_leg_actuator.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_r_down_leg_actuator.STL,,V0-F-6,Origin_l_r_down_leg_actuator_joint,Axis_l_r_down_leg_actuator_joint,l_r_down_leg_actuator_joint,fixed,"-0,0197220000000103","-0,032837339437944","-0,0136115730154733","-1,57079632679495","1,34333646899445","1,57079632679481",l_r_bottom_up_actuator_lig,0,0,0,,,,,,,,,,,,
l_r_down_leg_haste,"1,24839505399876E-09","2,23372181862302E-10","0,0600640921335172",0,0,0,"0,295794388000688","0,000366532786767025","1,15214673520928E-11","-1,4099413813398E-11","0,000366379152214306","-1,44661784599487E-12","1,48560975927205E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_down_leg_haste.STL,"0,650980392156863","0,619607843137255","0,588235294117647",1,0,0,0,0,0,0,package://alice_description/meshes/l_r_down_leg_haste.STL,,haste-9,Origin_l_r_down_leg_haste_joint,Axis_l_r_down_leg_haste_joint,l_r_down_leg_haste_joint,fixed,"0,0180339999999463","0,151876597535227","-0,0198119999999909","1,57079632679404","1,5666528158902","3,14159265358894",l_r_down_leg_actuator,0,0,0,0,0,0,0,,,,,,,,
l_r_bottom_bottom_actuator_lig,"-0,000390763821271928","1,88563967939981E-07","0,0185098696656137",0,0,0,"0,0774326489714529","2,68471284490314E-05","4,83708311122314E-10","-2,1749998847825E-07","5,54855431917229E-05","-1,66783671832134E-11","5,52663514931806E-05",0,0,0,0,0,0,package://alice_description/meshes/l_r_bottom_bottom_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_r_bottom_bottom_actuator_lig.STL,,ankle_pt2-3,Origin_l_r_bottom_bottom_actuator_lig_joint,Axis_l_r_bottom_bottom_actuator_lig_joint,l_r_bottom_bottom_actuator_lig_joint,fixed,0,"0,0158438802942687","0,150896933776601","3,14159265358976","-0,386809157014188","-1,57079632679489",l_r_down_leg_haste,0,0,0,,,,,,,,,,,,
l_back_down_leg_bar,"0,0175150560179489","0,00990241958636762","-0,131638395071319",0,0,0,"0,106045030354","0,00014568371260325","4,43475391208619E-07","1,86710859461774E-05","0,000134791655009795","-2,54785094666471E-06","2,76955943465265E-05",0,0,0,0,0,0,package://alice_description/meshes/l_back_down_leg_bar.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_back_down_leg_bar.STL,,back_Leg-4,Origin_l_back_down_leg_bar_joint,Axis_l_back_down_leg_bar_joint,l_back_down_leg_bar_joint,continuous,"-0,0204722568005713","0,00837257577686934","0,352140577552241","-0,00121041590359431","0,312531821393944","-0,00768268438873169",l_leg_middle,0,"0,999717465199625","-0,0237695135591131",,,,,,,,,,,,
l_leg_bottom,"0,0961698691729552","0,0157063139572595","0,0703968831914631",0,0,0,"0,138773509884686","3,21824560894063E-05","-5,01670812284821E-08","-2,10996775501734E-06","0,000155451875335329","2,62535060514978E-07","0,00016647560422615",0,0,0,0,0,0,package://alice_description/meshes/l_leg_bottom.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_leg_bottom.STL,,ankle-4,Origin_l_leg_bottom_joint,Axis_l_leg_bottom_joint,l_leg_bottom_joint,fixed,"0,0492264488064522","-0,00941422294352551","-0,353880321406454","-0,0012104159035857","-0,312531821394044","0,00768268438873324",l_back_down_leg_bar,0,0,0,,,,,,,,,,,,
l_leg_foot,"0,0893449762977918","-0,000595282221065085","-0,0242990231120427",0,0,0,"0,530146785239695","0,00035388594999813","2,0891590694572E-07","6,14942054610737E-06","0,000330077198040651","-4,08135728831607E-07","0,000582436524120201",0,0,0,0,0,0,package://alice_description/meshes/l_leg_foot.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_leg_foot.STL,,foot-2,Origin_l_leg_foot_joint,Axis_l_leg_foot_joint,l_leg_foot_joint,continuous,0,"0,0149830935219706","0,039999999999955","0,00023922906703372",0,0,l_leg_bottom,1,0,0,,,,,,,,,,,,
l_l_front_down_leg_bar,"0,012235979525228","0,0221281867889039","-0,0958868992467786",0,0,0,"0,11945134239954","0,000157366743902208","-6,61700621015426E-07","2,19794419948886E-05","0,00015230331750022","6,01713534874273E-07","3,36814209277915E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_front_down_leg_bar.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_l_front_down_leg_bar.STL,,front_Leg2-4,Origin_l_l_front_down_leg_bar_joint,Axis_l_l_front_down_leg_bar_joint,l_l_front_down_leg_bar_joint,continuous,"0,109527743199388","0,0406789329689525","0,351372454135329","-0,00121041590360749","0,312531821395542","-0,00768268438877164",l_leg_middle,0,"0,999717465199625","-0,0237695135591125",,,,,,,,,,,,
l_l_bottom_up_actuator_lig,"-3,77475828372553E-15","-0,00469804553968256","-0,021879016836756",0,0,0,"0,0460708867203692","9,82751781586971E-06","7,4049208435747E-21","8,73502726855997E-22","1,3705115727033E-05","2,02832723749377E-07","1,48499274386226E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_bottom_up_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_l_bottom_up_actuator_lig.STL,,actuator_lig-8,Origin_l_l_bottom_up_actuator_lig_joint,Axis_l_l_bottom_up_actuator_lig_joint,l_l_bottom_up_actuator_lig_joint,continuous,"-0,0161881858543451","0,0226204358467652","-0,0247995950804073","1,41761491403945","0,000331690319906018","1,57441595804597",l_l_front_down_leg_bar,0,0,1,,,,,,,,,,,,
l_l_down_leg_actuator,"0,0356691568218965","0,0693117700159229","-0,0199148955365921",0,0,0,"0,343667408366249","0,000769199640754215","0,000110911531640827","1,01024857867974E-06","0,000144242287768403","-1,41258350426967E-06","0,000845630700641773",0,0,0,0,0,0,package://alice_description/meshes/l_l_down_leg_actuator.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_l_down_leg_actuator.STL,,V0-F-5,Origin_l_l_down_leg_actuator_joint,Axis_l_l_down_leg_actuator_joint,l_l_down_leg_actuator_joint,fixed,"-0,0196480000000038","-0,0328943612343996","-0,0134612750596448","-1,5707963267949","1,33995490899106","1,57079632679489",l_l_bottom_up_actuator_lig,0,0,0,,,,,,,,,,,,
l_l_down_leg_haste,"1,17156467860369E-09","1,96037325261855E-10","0,0600640921341579",0,0,0,"0,295794388014516","0,000366532786769027","1,15227230485792E-11","-1,33787944647454E-11","0,000366379152208478","-1,1113460579288E-12","1,48560975837615E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_down_leg_haste.STL,"0,650980392156863","0,619607843137255","0,588235294117647",1,0,0,0,0,0,0,package://alice_description/meshes/l_l_down_leg_haste.STL,,haste-10,Origin_l_l_down_leg_haste_joint,Axis_l_l_down_leg_haste_joint,l_l_down_leg_haste_joint,fixed,"0,0180339999999464","0,149617568776924","-0,019812000000007","-1,5707963267951","1,56672614879443",0,l_l_down_leg_actuator,0,0,0,0,0,0,0,,,,,,,,
l_l_bottom_bottom_actuator_lig,"-0,000390763529164395","1,89228305580436E-07","0,0185098706938918",0,0,0,"0,0774326478523155","2,68471318593865E-05","4,83185338931738E-10","-2,17499534388385E-07","5,54855343232734E-05","-1,57462762105057E-11","5,5266339179544E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_bottom_bottom_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_l_bottom_bottom_actuator_lig.STL,,ankle_pt2-4,Origin_l_l_bottom_bottom_actuator_lig_joint,Axis_l_l_bottom_bottom_actuator_lig_joint,l_l_bottom_bottom_actuator_lig_joint,fixed,0,"0,0159753922628624","0,150843105463484","3,14159265358975","-0,390192531763649","-1,5707963267949",l_l_down_leg_haste,0,0,0,,,,,,,,,,,,
l_l_front_up_leg_bar,"-0,0282099564890673","-0,0240606740192237","0,167180571407058",0,0,0,"0,11945134239954","0,000157369485574646","1,70716041834673E-06","2,19231194072023E-05","0,000151977733318784","-6,24122497519982E-06","3,40097467816649E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_front_up_leg_bar.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://alice_description/meshes/l_l_front_up_leg_bar.STL,,front_Leg1-2,Origin_l_l_front_up_leg_bar_joint,Axis_l_l_front_up_leg_bar_joint,l_l_front_up_leg_bar_joint,continuous,"-0,0147907980872762","-0,014457385203732","0,0503578728652052","-0,0025292986400346","0,44210777060299","-0,0112549071723395",l_leg_top,0,"0,999717465199626","-0,0237695135590645",,,,,,,,,,,,
l_l_up_up_actuator_lig,"1,4432899320127E-15","-0,0158845962444857","-0,0106334709811462",0,0,0,"0,0374531817283405","7,83313520903204E-06","-6,88214269644119E-21","-6,35274710440725E-21","1,26168521569069E-05","1,69241153328349E-21","1,09040183718146E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_up_up_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_l_up_up_actuator_lig.STL,,top_actuator_lig-3,Origin_l_l_up_up_actuator_lig_joint,Axis_l_l_up_up_actuator_lig_joint,l_l_up_up_actuator_lig_joint,continuous,"0,177064450799554","-0,390333625572824","-0,210777676490679","0,0248960275658376","-0,0688745919910604","1,59438329285297",base_link,0,1,0,,,,,,,,,,,,
l_l_up_leg_haste,"1,13599701867528E-09","2,76900780082912E-10","-0,0519359077620156",0,0,0,"0,29579438998602","0,000366532787052733","1,1537008602283E-11","-1,27962116423945E-11","0,000366379152577902","-2,90055717407524E-12","1,4856097598976E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_up_leg_haste.STL,"0,650980392156863","0,619607843137255","0,588235294117647",1,0,0,0,0,0,0,package://alice_description/meshes/l_l_up_leg_haste.STL,,haste-5,Origin_l_l_up_leg_haste_joint,Axis_l_l_up_leg_haste_joint,l_l_up_leg_haste_joint,continuous,0,"-0,0158845962444857","-0,0250000000000031","-0,507183325140903",0,"-3,14159265358979",l_l_up_up_actuator_lig,1,0,0,,,,,,,,,,,,
l_l_up_leg_atuador,"0,0356691569893307","0,0693117698753313","-0,0199148953159188",0,0,0,"0,343667400999636","0,000769199631784211","0,000110911529916115","1,01024783750451E-06","0,000144242285366937","-1,41258298599648E-06","0,000845630692921785",0,0,0,0,0,0,package://alice_description/meshes/l_l_up_leg_atuador.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_l_up_leg_atuador.STL,,V0-F-7,Origin_l_l_up_leg_atuador_joint,Axis_l_l_up_leg_atuador_joint,l_l_up_leg_atuador_joint,fixed,"0,0195323076854549","-0,0183365606502136","-0,271240155589793","1,57079632679489",0,"1,55541648132028",l_l_up_leg_haste,0,0,0,0,0,0,0,,,,,,,,
l_l_up_bottom_actuator_lig,"-5,99520433297585E-15","0,00280195446030285","0,0174205238595815",0,0,0,"0,0460708867203693","9,82751781586972E-06","1,13820052287297E-20","-7,83505476210228E-21","1,3705115727033E-05","2,02832723749373E-07","1,48499274386226E-05",0,0,0,0,0,0,package://alice_description/meshes/l_l_up_bottom_actuator_lig.STL,1,1,1,1,0,0,0,0,0,0,package://alice_description/meshes/l_l_up_bottom_actuator_lig.STL,,actuator_lig-6,Origin_l_l_up_bottom_actuator_lig_joint,Axis_l_l_up_bottom_actuator_lig_joint,l_l_up_bottom_actuator_lig_joint,fixed,"0,0308556196863774","-0,0189473349669496","-0,0221220000000049","-2,90487068356396","1,57079631189374","0,457305199331183",l_l_up_leg_atuador,0,0,0,,,,,,,,,,,,
